links,title
https://www.researchgate.net/publication/381770578_Sequential_three-way_group_decision-making_for_double_hierarchy_hesitant_fuzzy_linguistic_term_set?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Sequential three-way group decision-making for double hierarchy hesitant fuzzy linguistic term set
https://www.researchgate.net/publication/378338413_Multi-scale_decision_systems_with_test_cost_and_applications_to_three-way_multi-attribute_decision-making?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Multi-scale decision systems with test cost and applications to three-way multi-attribute decision-making
https://www.researchgate.net/publication/360628393_Superiority_of_three-way_decisions_from_the_perspective_of_probability?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Superiority of three-way decisions from the perspective of probability
https://www.researchgate.net/publication/312425293_On_two_novel_types_of_three-way_decisions_in_three-way_decision_spaces?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,On two novel types of three-way decisions in three-way decision spaces
https://www.researchgate.net/publication/382826657_Three-way_decision_in_machine_learning_tasks_a_systematic_review?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Three-way decision in machine learning tasks: a systematic review
https://www.sciencedirect.com/science/article/pii/S0888613X24001555?via%3Dihub,"A review of three-way decision: Triadic understanding, organization, and perspectives - ScienceDirect"
https://www.sciencedirect.com/science/article/pii/S0020025524010223?via%3Dihub,Three-way decision based on three-way preference measures and three-level dominance relations in interval-valued systems - ScienceDirect
https://www.researchgate.net/publication/365312257_Hierarchical_Multi-granulation_Sequential_Three-Way_Decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Hierarchical Multi-granulation Sequential Three-Way Decisions
https://www.researchgate.net/publication/370999987_Bilateral_fuzzy_sets_and_their_three-way_decisions_a_new_perspective_of_fuzzy_logic?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Bilateral fuzzy sets and their three-way decisions: a new perspective of fuzzy logic
https://www.researchgate.net/publication/375414459_Probability_rough_set_and_portfolio_optimization_integrated_three-way_predication_decisions_approach_to_stock_price?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Probability rough set and portfolio optimization integrated three-way predication decisions approach to stock price
https://www.sciencedirect.com/science/article/pii/S0020025523014974?via%3Dihub,Three-way decisions based on bipolar-valued fuzzy sets over three-way decision spaces - ScienceDirect
https://www.researchgate.net/publication/376999258_Granular-Ball_Three-Way_Decision?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Granular-Ball Three-Way Decision
https://www.researchgate.net/publication/379290128_A_granularity_time_series_forecasting_model_combining_three-way_decision_and_trend_information_granularity?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A granularity time series forecasting model combining three-way decision and trend information granularity
https://www.researchgate.net/publication/370640979_Improved_spectral_clustering_using_three-way_decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Improved spectral clustering using three-way decisions
https://www.researchgate.net/publication/383762258_Models_and_Algorithms_for_Optimizing_Thresholds_in_Fuzzy_Representation-Based_Three-Way_Decision?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Models and Algorithms for Optimizing Thresholds in Fuzzy Representation-Based Three-Way Decision
https://www.sciencedirect.com/science/article/pii/S1568494624005246?via%3Dihub,Continual three-way decisions via knowledge transfer - ScienceDirect
https://www.researchgate.net/publication/377705424_A_Sequential_Three-Way_Decision-Based_Group_Consensus_Method_With_Regret_Theory_Under_Interval_Multi-Scale_Decision_Information_Systems?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A Sequential Three-Way Decision-Based Group Consensus Method With Regret Theory Under Interval Multi-Scale Decision Information Systems
https://link.springer.com/chapter/10.1007/978-3-031-65668-2_3,Three-Way Decision of Granular-Ball Rough Sets Based on Fuzziness | SpringerLink
https://www.researchgate.net/publication/381342642_Considering_personalized_individual_semantics_with_ordinal_and_cardinal_consensus_reaching_processes_via_three-way_decision_and_regret_theory?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Considering personalized individual semantics with ordinal and cardinal consensus reaching processes via three-way decision and regret theory
https://www.researchgate.net/publication/376103945_Intuitionistic_Fuzzy_Three-Way_Decision?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Intuitionistic Fuzzy Three-Way Decision
https://www.researchgate.net/publication/382284978_Research_on_a_Three-Way_Decision-Making_Approach_Based_on_Non-Additive_Measurement_and_Prospect_Theory_and_Its_Application_in_Aviation_Equipment_Risk_Analysis?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,"Research on a Three-Way Decision-Making Approach, Based on Non-Additive Measurement and Prospect Theory, and Its Application in Aviation Equipment Risk Analysis"
https://www.researchgate.net/publication/365518267_A_method_for_incremental_updating_three-way_decision_with_incomplete_information_system?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,A method for incremental updating three-way decision with incomplete information system
https://www.researchgate.net/publication/375633738_Efficient_Mobile_Robot_Navigation_Based_on_Federated_Learning_and_Three-Way_Decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Efficient Mobile Robot Navigation Based on Federated Learning and Three-Way Decisions
https://www.researchgate.net/publication/365644547_Multi-granularity_stock_prediction_with_sequential_three-way_decisions?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Multi-granularity stock prediction with sequential three-way decisions
https://www.researchgate.net/publication/382943195_Intuitionistic_fuzzy_three-way_decision_method_based_on_data_envelopment_analysis?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Intuitionistic fuzzy three-way decision method based on data envelopment analysis
https://www.researchgate.net/publication/376020554_Novel_transformation_methods_from_semi-three-way_decision_spaces_to_three-way_decision_spaces_and_their_applications?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Novel transformation methods from semi-three-way decision spaces to three-way decision spaces and their applications
https://www.sciencedirect.com/science/article/pii/S0020025523015475?via%3Dihub,Novel transformation methods from semi-three-way decision spaces to three-way decision spaces and their applications - ScienceDirect
https://www.researchgate.net/publication/364442138_Generalized_multigranulation_sequential_three-way_decision_models_for_hierarchical_classification?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Generalized multigranulation sequential three-way decision models for hierarchical classification
https://dl.acm.org/doi/10.1145/3677182.3677246,"Reducing uncertainty of base clusters components in clustering ensemble with three-way decisions | Proceedings of the International Conference on Algorithms, Software Engineering, and Network Security"
https://www.researchgate.net/publication/382826807_Influences_of_social_networks_demographics_and_evacuation_duration_on_evacuation_decisions_Insights_from_Ohio_and_Pennsylvania?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,"Influences of social networks, demographics, and evacuation duration on evacuation decisions: Insights from Ohio and Pennsylvania"
https://www.researchgate.net/publication/383316471_What_predicts_hurricane_evacuation_decisions_The_importance_of_efficacy_beliefs_risk_perceptions_and_other_factors,"What predicts hurricane evacuation decisions? The importance of efficacy beliefs, risk perceptions, and other factors"
https://www.researchgate.net/publication/378751885_Predicting_Hurricane_Evacuation_Decisions_with_Interpretable_Machine_Learning_Methods?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Predicting Hurricane Evacuation Decisions with Interpretable Machine Learning Methods
https://www.researchgate.net/publication/357141633_Predictors_of_hurricane_evacuation_decisions_A_meta-analysis?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Predictors of hurricane evacuation decisions: A meta-analysis
https://www.researchgate.net/publication/376955739_Analyzing_Risk_Perception_Evacuation_Decision_and_Delay_Time_A_Case_Study_of_the_2021_Marshall_Fire_in_Colorado?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,"Analyzing Risk Perception, Evacuation Decision and Delay Time: A Case Study of the 2021 Marshall Fire in Colorado"
https://www.researchgate.net/publication/376351139_Understanding_the_Decision-Making_Process_for_Hurricane_Evacuation_Orders_A_Case_Study_of_Florida_County_Emergency_Managers?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Understanding the Decision-Making Process for Hurricane Evacuation Orders: A Case Study of Florida County Emergency Managers
https://www.researchgate.net/publication/364620508_Why_They_Escape_Mining_Prioritized_Fuzzy_Decision_Rule_in_Crowd_Evacuation?_tp=eyJjb250ZXh0Ijp7ImZpcnN0UGFnZSI6Il9kaXJlY3QiLCJwYWdlIjoiX2RpcmVjdCJ9fQ,Why They Escape: Mining Prioritized Fuzzy Decision Rule in Crowd Evacuation
